respondent_id,true_persona,age,age_group,gender,locality,occupation,monthly_income_inr,income_bracket,household_size_bracket,ever_sent_homecooked_food,segment,heard_of_freeze_dry,used_freeze_dry_before,brand_used,frequency_sending_food,method_no_preservation,method_freeze_athome,method_vacuum_self,method_freezedry_service,method_none,dish_dal,dish_rice_biryani,dish_rotis,dish_sabzi,dish_nonveg_curry,dish_sweets_snacks,dish_pickles_chutneys,occasion_abroad_family,occasion_own_travel,occasion_festival_gifting,occasion_emergency_stock,occasion_elderly_parents,channel_instagram,channel_google,channel_referral,channel_kirana_partner,channel_college_rwa,channel_influencer,packaging_pref,taste_importance,price_importance,shelf_life_importance,hygiene_importance,convenience_importance,brand_trust_importance,variety_importance,speed_importance,likelihood_to_use,likely_to_use,max_price_per_kg_inr,price_bracket,min_order_qty_kg,qty_bracket,monthly_spend_inr,spend_bracket,willing_pay_extra_speed,would_recommend
R0124,Traveler_Budget,25,25-34,Female,Madhapur,Student,41300.0,"Below Rs 50,000",5-6,No,Traveler_Student,Yes,No,,Rarely (once or twice a year),1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,"Sealed pouches (lightweight, compact)",3,5,4,4,4,3,3,5,4,Yes,334.0,Rs 300-400,10.0,6-10 kg,530.0,"Rs 500-1,500",Yes,Yes
R0125,NRI_Quality,23,Under 25,Male,Uppal,Salaried / Employed,180700.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,"Sealed pouches (lightweight, compact)",5,2,4,5,5,5,4,4,5,Yes,900.0,Above Rs 600,3.6,3-5 kg,1430.0,"Rs 500-1,500",Yes,Maybe
R0126,Traveler_Budget,22,Under 25,Female,Manikonda,Self-employed / Business owner,74600.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,No,No,,Rarely (once or twice a year),0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,"Sealed pouches (lightweight, compact)",4,5,4,4,4,4,3,5,4,Yes,740.0,Above Rs 600,11.5,More than 10 kg,1290.0,"Rs 500-1,500",Yes,No
R0127,Traveler_Budget,25,25-34,Female,Secunderabad,Student,60500.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,Jars/containers (reusable),3,4,3,3,5,3,4,4,4,Yes,398.0,Rs 300-400,4.6,3-5 kg,840.0,"Rs 500-1,500",Maybe,Maybe
R0128,NRI_Quality,36,35-44,Male,Ameerpet,Self-employed / Business owner,65700.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",4,4,4,5,4,4,4,4,4,Yes,488.0,Rs 401-500,7.3,6-10 kg,490.0,Below Rs 500,Maybe,Maybe
R0129,NRI_Quality,54,45-54,Female,Gachibowli,Self-employed / Business owner,104800.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,No,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,No strong preference,4,2,5,5,4,4,4,4,5,Yes,900.0,Above Rs 600,5.5,3-5 kg,1790.0,"Rs 1,501-3,000",No,Yes
R0130,Convenience_Family,37,35-44,Female,Madhapur,Salaried / Employed,60000.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,Yes,No,,Never,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,Jars/containers (reusable),4,4,3,5,5,4,3,3,3,No,863.0,Above Rs 600,3.9,3-5 kg,190.0,Below Rs 500,No,Maybe
R0131,NRI_Quality,54,45-54,Female,Jubilee Hills,Salaried / Employed,178300.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Jars/containers (reusable),5,3,5,5,3,5,4,3,3,No,900.0,Above Rs 600,2.9,1-2 kg,3480.0,"Rs 3,001-5,000",Yes,Yes
R0132,Skeptical_LowIntent,36,35-44,Male,Dilsukhnagar,Salaried / Employed,107900.0,"Rs 1,00,001 - 2,00,000",3-4,No,Neither,No,No,,Never,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",1,4,3,3,2,2,2,2,2,No,402.0,Rs 401-500,4.4,3-5 kg,120.0,Below Rs 500,Maybe,No
R0133,Convenience_Family,38,35-44,Female,Madhapur,Salaried / Employed,123300.0,"Rs 1,00,001 - 2,00,000",1-2,No,Neither,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,"Sealed pouches (lightweight, compact)",3,3,4,4,4,4,4,4,3,No,516.0,Rs 501-600,1.7,1-2 kg,360.0,Below Rs 500,No,Yes
R0134,Traveler_Budget,26,25-34,Prefer not to say,Gachibowli,Self-employed / Business owner,40100.0,"Below Rs 50,000",1-2,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,"Sealed pouches (lightweight, compact)",2,5,4,3,4,3,3,5,3,No,377.0,Rs 300-400,2.9,1-2 kg,140.0,Below Rs 500,No,Maybe
R0135,Convenience_Family,38,35-44,Female,Dilsukhnagar,Retired,27000.0,"Below Rs 50,000",3-4,Yes,Neither,Yes,No,,Rarely (once or twice a year),1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,Jars/containers (reusable),4,3,5,4,5,4,4,4,3,No,444.0,Rs 401-500,6.1,6-10 kg,370.0,Below Rs 500,Yes,Yes
R0136,NRI_Quality,57,55 and above,Female,Ameerpet,Self-employed / Business owner,54400.0,"Rs 50,000 - 1,00,000",,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,"Sealed pouches (lightweight, compact)",4,2,5,5,3,4,5,4,4,Yes,446.0,Rs 401-500,9.1,6-10 kg,590.0,"Rs 500-1,500",Yes,Yes
R0137,Skeptical_LowIntent,18,Under 25,Prefer not to say,Ameerpet,Salaried / Employed,121900.0,"Rs 1,00,001 - 2,00,000",5-6,No,Neither,No,No,,Occasionally (every 2-3 months),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",2,5,2,2,2,2,2,3,2,No,574.0,Rs 501-600,2.0,1-2 kg,510.0,"Rs 500-1,500",No,No
R0138,Traveler_Budget,18,Under 25,Male,Miyapur,Salaried / Employed,46100.0,"Below Rs 50,000",5-6,No,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,Jars/containers (reusable),2,5,5,4,4,3,4,4,5,Yes,265.0,Below Rs 300,9.0,6-10 kg,900.0,"Rs 500-1,500",No,Yes
R0139,Skeptical_LowIntent,29,25-34,Female,Miyapur,Salaried / Employed,41100.0,"Below Rs 50,000",1-2,Yes,Neither,No,No,,Never,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,No strong preference,2,3,2,4,3,1,2,2,1,No,321.0,Rs 300-400,4.2,3-5 kg,100.0,Below Rs 500,Maybe,No
R0140,NRI_Quality,42,35-44,Male,LB Nagar,Homemaker,252500.0,"Rs 2,00,001 - 3,50,000",3-4,No,NRI_Family,Yes,No,,Frequently (monthly or more),0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Jars/containers (reusable),5,2,5,5,4,5,4,4,5,Yes,900.0,Above Rs 600,5.3,3-5 kg,4810.0,"Rs 3,001-5,000",Maybe,No
R0141,Traveler_Budget,29,25-34,Prefer not to say,Kondapur,Self-employed / Business owner,89900.0,"Rs 50,000 - 1,00,000",1-2,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"Sealed pouches (lightweight, compact)",3,5,3,4,5,3,3,4,4,Yes,514.0,Rs 501-600,9.8,6-10 kg,290.0,Below Rs 500,No,Yes
R0142,Traveler_Budget,28,25-34,Male,Miyapur,Student,54700.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,Yes,No,,Never,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,"Sealed pouches (lightweight, compact)",3,5,3,4,4,3,3,4,4,Yes,411.0,Rs 401-500,6.1,6-10 kg,120.0,Below Rs 500,No,No
R0143,Skeptical_LowIntent,31,25-34,Male,Kukatpally,Student,51700.0,"Rs 50,000 - 1,00,000",5-6,No,Traveler_Student,No,No,,Rarely (once or twice a year),1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Jars/containers (reusable),1,5,2,2,2,2,1,2,2,No,234.0,Below Rs 300,3.8,3-5 kg,110.0,Below Rs 500,Maybe,No
R0144,Convenience_Family,46,45-54,Female,Madhapur,Salaried / Employed,76700.0,"Rs 50,000 - 1,00,000",3-4,No,NRI_Family,No,No,,Never,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"Sealed pouches (lightweight, compact)",4,4,4,5,5,4,4,4,2,No,630.0,Above Rs 600,1.7,1-2 kg,100.0,Below Rs 500,Yes,Maybe
R0145,Traveler_Budget,31,25-34,Male,Ameerpet,Student,59300.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,"Sealed pouches (lightweight, compact)",3,5,4,3,5,4,4,4,3,No,458.0,Rs 401-500,3.5,3-5 kg,290.0,Below Rs 500,No,Yes
R0146,NRI_Quality,44,35-44,Female,Jubilee Hills,Retired,247700.0,"Rs 2,00,001 - 3,50,000",1-2,Yes,NRI_Family,No,No,,Frequently (monthly or more),0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",4,3,4,5,5,4,4,4,4,Yes,900.0,Above Rs 600,7.8,6-10 kg,8510.0,"Above Rs 5,000",No,Maybe
R0147,Traveler_Budget,31,25-34,Male,Manikonda,Self-employed / Business owner,64200.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,"Sealed pouches (lightweight, compact)",3,5,4,5,4,4,4,5,5,Yes,502.0,Rs 501-600,7.9,6-10 kg,560.0,"Rs 500-1,500",Yes,Maybe
R0148,Traveler_Budget,27,25-34,Prefer not to say,Begumpet,Salaried / Employed,72400.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,No,No,,Frequently (monthly or more),1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,"Sealed pouches (lightweight, compact)",3,4,3,3,3,3,3,4,3,No,297.0,Below Rs 300,6.1,6-10 kg,1480.0,"Rs 500-1,500",Yes,Maybe
R0149,Traveler_Budget,23,Under 25,Female,Miyapur,Student,86500.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,Yes,Leela Instant Foods,Occasionally (every 2-3 months),1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",3,5,4,4,4,4,3,5,3,No,251.0,Below Rs 300,3.9,3-5 kg,3340.0,"Rs 3,001-5,000",No,Yes
R0150,NRI_Quality,48,45-54,Male,Gachibowli,Homemaker,71200.0,"Rs 50,000 - 1,00,000",7 or more,Yes,NRI_Family,No,No,,Frequently (monthly or more),0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,"Sealed pouches (lightweight, compact)",5,2,5,5,4,5,4,4,4,Yes,862.0,Above Rs 600,9.3,6-10 kg,8440.0,"Above Rs 5,000",No,Yes
R0151,Skeptical_LowIntent,36,35-44,Female,Dilsukhnagar,Self-employed / Business owner,87300.0,"Rs 50,000 - 1,00,000",1-2,No,NRI_Family,No,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,No strong preference,2,4,2,2,4,3,1,2,2,No,333.0,Rs 300-400,3.7,3-5 kg,140.0,Below Rs 500,No,Yes
R0152,Skeptical_LowIntent,35,35-44,Male,Secunderabad,Homemaker,51700.0,"Rs 50,000 - 1,00,000",5-6,Yes,Neither,No,No,,Occasionally (every 2-3 months),0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,No strong preference,3,4,2,3,3,3,2,2,2,No,319.0,Rs 300-400,1.0,1-2 kg,180.0,Below Rs 500,No,No
R0153,NRI_Quality,55,55 and above,Female,Secunderabad,Salaried / Employed,38900.0,"Below Rs 50,000",5-6,Yes,Neither,Yes,Yes,Leela Instant Foods,Occasionally (every 2-3 months),1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,Jars/containers (reusable),5,2,5,5,4,5,4,3,4,Yes,566.0,Rs 501-600,5.3,3-5 kg,280.0,Below Rs 500,Yes,Yes
R0154,Convenience_Family,18,Under 25,Female,Jubilee Hills,Homemaker,34500.0,"Below Rs 50,000",3-4,No,Neither,No,No,,Rarely (once or twice a year),0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,No strong preference,3,4,4,5,5,4,4,3,2,No,582.0,Rs 501-600,2.5,1-2 kg,240.0,Below Rs 500,Maybe,Maybe
R0155,NRI_Quality,29,25-34,Female,Manikonda,Self-employed / Business owner,76300.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,No,No,,Occasionally (every 2-3 months),1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,"Sealed pouches (lightweight, compact)",5,3,5,5,5,5,5,4,5,Yes,750.0,Above Rs 600,5.7,3-5 kg,1400.0,"Rs 500-1,500",Maybe,Yes
R0156,Convenience_Family,29,25-34,Male,Begumpet,Salaried / Employed,100000.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,"Sealed pouches (lightweight, compact)",4,3,4,4,5,3,3,5,4,Yes,628.0,Above Rs 600,2.3,1-2 kg,1220.0,"Rs 500-1,500",Maybe,No
R0157,Traveler_Budget,24,Under 25,Male,Miyapur,Student,56700.0,"Rs 50,000 - 1,00,000",3-4,Yes,Neither,Yes,Yes,Spice Up Foods,Rarely (once or twice a year),0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,"Sealed pouches (lightweight, compact)",3,5,4,4,4,3,3,4,4,Yes,313.0,Rs 300-400,3.5,3-5 kg,120.0,Below Rs 500,Maybe,Yes
R0158,Convenience_Family,36,35-44,Female,Begumpet,Retired,87000.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,Jars/containers (reusable),4,4,4,4,5,3,4,4,2,No,744.0,Above Rs 600,1.0,1-2 kg,400.0,Below Rs 500,Yes,No
R0159,Convenience_Family,26,25-34,Female,Gachibowli,Homemaker,176400.0,"Rs 1,00,001 - 2,00,000",3-4,No,NRI_Family,No,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,"Sealed pouches (lightweight, compact)",4,3,3,4,5,4,4,4,3,No,871.0,Above Rs 600,4.3,3-5 kg,1640.0,"Rs 1,501-3,000",Yes,Maybe
R0160,Skeptical_LowIntent,24,Under 25,Female,Uppal,Salaried / Employed,31700.0,"Below Rs 50,000",7 or more,No,Neither,Yes,No,,Never,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,No strong preference,2,5,2,3,2,1,1,3,2,No,260.0,Below Rs 300,1.0,1-2 kg,100.0,Below Rs 500,No,No
R0161,NRI_Quality,34,25-34,Male,Banjara Hills,Salaried / Employed,119100.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,Yes,Dryfii,Frequently (monthly or more),0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,"Sealed pouches (lightweight, compact)",4,3,5,4,4,4,4,4,4,Yes,711.0,Above Rs 600,4.9,3-5 kg,3520.0,"Rs 3,001-5,000",Yes,Yes
R0162,Skeptical_LowIntent,62,55 and above,Male,Jubilee Hills,Retired,69700.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,No,No,,Never,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,Jars/containers (reusable),2,4,3,2,3,1,1,2,3,No,311.0,Rs 300-400,4.0,3-5 kg,100.0,Below Rs 500,No,No
R0163,NRI_Quality,58,55 and above,Female,Uppal,Retired,86600.0,"Rs 50,000 - 1,00,000",5-6,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",5,3,5,5,3,4,4,3,5,Yes,554.0,Rs 501-600,4.1,3-5 kg,320.0,Below Rs 500,Yes,No
R0164,NRI_Quality,38,35-44,Male,Uppal,Self-employed / Business owner,122100.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,No,No,,Occasionally (every 2-3 months),1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,"Sealed pouches (lightweight, compact)",4,3,5,5,4,5,5,3,4,Yes,900.0,Above Rs 600,3.3,3-5 kg,1290.0,"Rs 500-1,500",Maybe,No
R0165,Convenience_Family,35,35-44,Male,Uppal,Self-employed / Business owner,10000.0,"Below Rs 50,000",5-6,No,Neither,No,No,,Rarely (once or twice a year),1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,Jars/containers (reusable),4,4,4,4,5,3,5,4,1,No,526.0,Rs 501-600,3.9,3-5 kg,300.0,Below Rs 500,Yes,Yes
R0166,Traveler_Budget,20,Under 25,Female,Begumpet,Homemaker,95200.0,"Rs 50,000 - 1,00,000",1-2,Yes,Traveler_Student,No,No,,Never,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,"Sealed pouches (lightweight, compact)",3,5,3,4,4,2,3,5,3,No,372.0,Rs 300-400,4.4,3-5 kg,100.0,Below Rs 500,No,Yes
R0167,Skeptical_LowIntent,18,Under 25,Male,Ameerpet,Self-employed / Business owner,42600.0,"Below Rs 50,000",7 or more,No,Neither,No,No,,Never,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,No strong preference,2,4,1,3,2,2,1,3,1,No,230.0,Below Rs 300,3.3,3-5 kg,100.0,Below Rs 500,Maybe,Maybe
R0168,Skeptical_LowIntent,34,25-34,Female,Kukatpally,Salaried / Employed,165300.0,"Rs 1,00,001 - 2,00,000",5-6,No,Neither,No,No,,Never,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,Jars/containers (reusable),1,3,2,2,1,2,2,1,1,No,395.0,Rs 300-400,1.5,1-2 kg,100.0,Below Rs 500,No,Maybe
R0169,Traveler_Budget,21,Under 25,Male,Ameerpet,Salaried / Employed,53500.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,"Sealed pouches (lightweight, compact)",3,5,3,4,4,2,3,4,4,Yes,409.0,Rs 401-500,6.2,6-10 kg,1540.0,"Rs 1,501-3,000",Maybe,Yes
R0170,Skeptical_LowIntent,34,25-34,Female,Kondapur,Salaried / Employed,100100.0,"Rs 1,00,001 - 2,00,000",3-4,No,Neither,No,No,,Occasionally (every 2-3 months),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Jars/containers (reusable),3,4,3,2,2,2,1,3,2,No,388.0,Rs 300-400,2.5,1-2 kg,320.0,Below Rs 500,No,No
R0171,Traveler_Budget,18,Under 25,Female,Gachibowli,Student,53000.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Jars/containers (reusable),3,5,4,4,4,3,3,4,2,No,150.0,Below Rs 300,6.5,6-10 kg,1200.0,"Rs 500-1,500",Maybe,Yes
R0172,Traveler_Budget,22,Under 25,Female,Begumpet,Salaried / Employed,53500.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,"Sealed pouches (lightweight, compact)",2,5,4,4,3,3,3,5,4,Yes,295.0,Below Rs 300,10.6,6-10 kg,440.0,Below Rs 500,Maybe,Maybe
R0173,NRI_Quality,43,35-44,Male,Secunderabad,Salaried / Employed,92700.0,"Rs 50,000 - 1,00,000",5-6,Yes,NRI_Family,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,"Sealed pouches (lightweight, compact)",5,2,5,5,4,4,4,3,4,Yes,844.0,Above Rs 600,5.9,3-5 kg,2820.0,"Rs 1,501-3,000",Yes,Yes
R0174,Skeptical_LowIntent,39,35-44,Female,Jubilee Hills,Self-employed / Business owner,63500.0,"Rs 50,000 - 1,00,000",1-2,No,Neither,No,No,,Occasionally (every 2-3 months),0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",3,5,1,2,2,3,2,2,2,No,327.0,Rs 300-400,3.8,3-5 kg,530.0,"Rs 500-1,500",No,Maybe
R0175,NRI_Quality,46,45-54,Female,Begumpet,Salaried / Employed,139100.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Neither,Yes,Yes,Desi Khana,Frequently (monthly or more),0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,Jars/containers (reusable),4,2,4,5,3,5,4,4,5,Yes,797.0,Above Rs 600,4.3,3-5 kg,3730.0,"Rs 3,001-5,000",Maybe,Yes
R0176,NRI_Quality,30,25-34,Male,Kondapur,Salaried / Employed,84700.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,"Sealed pouches (lightweight, compact)",5,2,5,5,3,4,4,4,4,Yes,900.0,Above Rs 600,5.9,3-5 kg,1570.0,"Rs 1,501-3,000",No,Maybe
R0177,Traveler_Budget,30,25-34,Male,Gachibowli,Student,51500.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,No strong preference,4,4,4,4,4,3,3,4,5,Yes,574.0,Rs 501-600,5.8,3-5 kg,380.0,Below Rs 500,No,Maybe
R0178,Skeptical_LowIntent,26,25-34,Male,Banjara Hills,Salaried / Employed,44100.0,"Below Rs 50,000",3-4,No,Neither,No,No,,Occasionally (every 2-3 months),1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",2,3,4,3,3,2,1,1,2,No,360.0,Rs 300-400,3.0,3-5 kg,710.0,"Rs 500-1,500",No,No
R0179,Skeptical_LowIntent,42,35-44,Female,,Homemaker,189100.0,"Rs 1,00,001 - 2,00,000",5-6,No,Neither,Yes,Yes,Dryfii,Occasionally (every 2-3 months),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",1,4,3,2,2,2,1,2,3,No,242.0,Below Rs 300,4.0,3-5 kg,1120.0,"Rs 500-1,500",No,Maybe
R0180,Convenience_Family,38,35-44,Female,Kukatpally,Student,78000.0,"Rs 50,000 - 1,00,000",3-4,No,NRI_Family,No,No,,Never,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,"Sealed pouches (lightweight, compact)",4,4,4,5,4,4,4,4,2,No,668.0,Above Rs 600,3.1,3-5 kg,100.0,Below Rs 500,No,Maybe
R0181,Skeptical_LowIntent,20,Under 25,Female,LB Nagar,Salaried / Employed,129700.0,"Rs 1,00,001 - 2,00,000",5-6,No,Traveler_Student,No,No,,Occasionally (every 2-3 months),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",1,4,3,2,2,2,2,3,3,No,298.0,Below Rs 300,2.4,1-2 kg,340.0,Below Rs 500,Maybe,Maybe
R0182,Skeptical_LowIntent,32,25-34,Female,Kondapur,Retired,54300.0,"Rs 50,000 - 1,00,000",,No,Neither,No,No,,Never,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",1,4,2,3,3,3,1,2,1,No,244.0,Below Rs 300,2.3,1-2 kg,100.0,Below Rs 500,No,No
R0183,Traveler_Budget,28,25-34,Female,Kondapur,Student,60100.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,Yes,No,,Never,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,Jars/containers (reusable),2,5,3,4,4,2,4,5,5,Yes,315.0,Rs 300-400,5.2,3-5 kg,100.0,Below Rs 500,Yes,Yes
R0184,Traveler_Budget,29,25-34,Male,Begumpet,Student,31900.0,"Below Rs 50,000",5-6,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",4,4,4,4,4,3,4,4,3,No,287.0,Below Rs 300,6.9,6-10 kg,690.0,"Rs 500-1,500",Yes,Maybe
R0185,Skeptical_LowIntent,33,25-34,Male,Secunderabad,Homemaker,47900.0,"Below Rs 50,000",3-4,No,Traveler_Student,No,No,,Rarely (once or twice a year),0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",1,5,2,3,2,3,1,3,3,No,332.0,Rs 300-400,2.5,1-2 kg,110.0,Below Rs 500,No,Yes
